artist_name,title,year,duration
Darwin's Waiting Room,Spent,2001,204.79955
Daryl Hall & John Oates,Rich Girl,1976,216.34567
Daryl Hall & John Oates,Everything Your Heart Desires,1988,299.49342
Daryl Hall & John Oates,Only Love,1990,276.6624
Daughters,Pants_ Meet Shit,2003,52.11383
Daughters,Jones From Indiana,2003,64.9922
"Dave ""Baby"" Cortez",The Happy Organ,1976,125.6224
Dave And Ansel Collins,Two Four One,1971,151.84934
Dave Brockie Experience,Too Much Stuff,2001,100.10077
Dave Brockie Experience,The Dance Of Europe,2001,135.8624
Dave Brockie Experience,Slips Of Paper,2003,126.4322
Dave Eggar,Dream Of Ice,1998,224.73098
Dave Eggar,Sorrow's Call,1998,240.09098
Dave Eggar,Wave,2002,225.04444
Dave Eggar,Deep Blue,2005,225.25342
Dave Hollister,One Woman Man,2001,271.62077
Dave Hollister,I'm Wrong,2006,301.87057
Dave Hollister,Tell Me Why,2006,305.34485
Dave Hollister,Calm Da Seas,2008,258.16771
Dave Hollister,I Know I Can,2008,363.38893
Dave Valentin,Sunshower,1999,277.21098
Dave Weckl,Just An Illusion,1994,311.01342
David & Steve Gordon,Evenglow,1982,311.35302
David Arkenstone,The Forgotten Lands,1996,314.5922
David Arkenstone,Drifting,2009,272.74404
David Arkenstone,Big Bounce,2009,272.97914
David Banner,Bush,2003,183.90159
David Banner,Syrup Sipping (Banner Beat Break),2008,72.4371
David Benoit,Frieda,2000,274.1024
David Bowie,Moss Garden (1999 Digital Remaster),1977,305.05751
David Bowie,Baal's Hymn,1982,243.06893
David Cook,I Did it for You,2008,229.45914
David Gilmour Featuring Richard Wright,Arnold Layne,2006,202.1873
David Johansen,In Style,1979,247.97995
David Rose & His Orchestra,One Love,2004,179.98322
David Summers,2.000 Kilometros,1998,247.77098
David Tao,Summer Love Triangle,2009,260.33587
Dax Riggs,Radiation Blues,2007,150.15138
Dax Riggs,Didn't Know Yet What I'd Know When I Was Bleedin',2007,157.36118
Dax Riggs,Night is the Notion,2007,158.51057
De La Soul / MF Doom,Rock Co.Kane Flow,2004,185.23383
DeGarmo & Key,Destined To Win,1988,203.62404
Dead Kennedys,The Man with the Dogs,1979,182.04689
Dead Kennedys,Kill the Poor,1980,184.94649
Dead Kennedys,Halloween,1982,216.842
Dead Prez,Assassination,2000,120.86812
Dead Prez,Be Healthy,2000,154.30485
Dead To Me,Don't Lie,2006,145.55383
Dead To Me,What's Wrong,2008,105.42975
Dealership,I Don't Want Your Love,2004,103.52281
Dean Martin,Pennies From Heaven,1997,134.94812
Dean Martin,That Old Gang Of Mine,2002,145.99791
Dean Martin,Until You Love Someone,2005,165.66812
Death Cab for Cutie,You Can Do Better Than Me (Album Version),2008,119.40526
Death From Above 1979,Romantic Rights,2004,195.29098
Death From Above 1979,Romantic Rights (Jesper Dahlback Remix),2004,344.842
Death SS,The Healer,2006,258.29832
Debbie Davies,Little Sister,1998,225.67138
Debbie Davies,Backseat Driver,1998,243.30404
Deborah Allen,I Will Always Love You,2005,189.57016
Deborah Coleman,Nobody To Blame,1998,230.60853
Deborah Coleman,Confused,2000,209.44934
Dee Clark,Just Keep It Up,1990,132.07465
Dee Clark,You're Looking Good,2000,133.3024
Deekline & Wizard,Sun Is Shining,2004,271.77751
Deep Blue Something,Gammer Gerten's Needle,1995,199.3922
Deep Forest,Hunting,1992,397.76608
Deep Forest,Green And Blue,1997,294.39955
Deep Forest,Madazulu,1997,301.06077
Deep Puddle Dynamics,June 26th_ 1999 - Slight,1999,353.07057
Deepest Blue,Is It A Sin,2004,514.45506
Defari,Xtra Thump (Featuring Tash from Tha Alkaholiks),2003,178.72934
Defect & Quixotic,WristStraining Order,2008,267.75465
Deftones,Lotion (LP Version),1997,237.73995
Deftones,Korea (LP Version),2000,203.59791
Deftones,No Ordinary Love (Remastered LP Version),2005,334.75873
Deftones,Diamond Eyes (Album Version),2010,188.26404
Deitrick Haddon,Stir The Gift,2004,199.07873
Deitrick Haddon,Don't Take Your Spirit Away,2008,234.47465
Del Tha Funkee Homosapien,Ya Lil' Crumbsnatchers (LP Version),1991,90.90567
Del Tha Funkee Homosapien,Mistadobalina,1991,257.69751
Del The Funky Homosapien,Corner Story,1998,242.85995
Del The Funky Homosapien,Why You Wanna Get Funky...,1998,316.60363
Delbert McClinton,Lover In Demand,2000,105.35138
Delbert McClinton,Lose Your Money,2000,114.31138
Delirious,God You Are My God,2000,225.14893
Dells,Why Do You Have to Go,1957,159.05914
Delroy Wilson,Who Cares,1969,191.73832
Delroy Wilson,Baby I Need Your Loving,1999,150.36036
Delroy Wilson,Conquer Me,2009,180.53179
Dendemann,Dendemänner braucht das Land,2006,205.13914
Dendemann,Sachmagehtsnoch,2006,221.98812
Der Plan,Schauet Her!,1983,34.32444
Der Plan,Alte Pizza,1988,153.59955
Der Plan,Frisch Verliebt,1988,163.63057
Derek Bailey,M 14,1975,237.53098
Descendents,I'm Not A Loser,1982,89.23383
Descendents,Orgofart,1986,140.66893
Descendents,Cheer,1986,183.90159
Desert Dwellers,Pranafestation,2006,406.17751
Devanic,You Live_ You Die,2006,210.88608
Devanic,I Am,2006,336.06485
Deville_ Willy,Loup Garou,1996,291.91791
Devo,Sloppy (I Saw My Baby Gettin'),1978,159.89506
Devo,Soo Bawlz,1979,141.08689
Devo,Going Under,1981,205.50485
Devo,The 4th Dimension (LP Version),1984,264.33261
Devo,Be Stiff (Live),1993,175.25506
Dexy's Midnight Runners,Seven Days Too Long,1980,157.75302
Dexys Midnight Runners,Until I Believe In My Soul,1982,434.88608
Dexys Midnight Runners,Breaking Down The Walls Of Heartache,1991,245.36771
Dexys Midnight Runners,Spiritual Passion (aka Dubious),2007,202.39628
Diamanda Galas,Vena Cava 8,1993,191.42485
Diamond D,Intro,1997,52.79302
Die Fantastischen Vier,Böse,1991,149.99465
Die Fantastischen Vier,Was wollen wir noch mehr?,2010,316.55138
Diesel Boy,Cooler Than You,1998,124.15955
Diesel Boy,Dragonfly,1998,140.06812
Diesel Boy,Pocket Full Of Stars,2001,152.65914
Digital Mystikz,Molten,2006,299.49342
Dijous Paella,Que Arribi L'Estiu,2005,253.93587
Dilated Peoples,Big Business,2004,149.91628
Dilated Peoples,World On Wheels,2004,236.59057
Dilated Peoples Featuring Black Thought,Hard Hitters,2001,236.72118
Dilated Peoples Featuring Capleton,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),2006,311.06567
Dilated Peoples Featuring Devin The Dude,Poisonous (Edited) (Feat. Devin The Dude),2004,221.28281
Dimmu Borgir,Master Of Disharmony,1996,282.53995
Dimmu Borgir,Broderskapets ring,1996,331.04934
Dimmu Borgir,Puritania,2001,186.56608
Dimmu Borgir,Sympozium,2001,313.88689
Dimmu Borgir,The Chosen Legacy,2007,259.02975
Dimmu Borgir,The Fundamental Alienation,2007,317.36118
Dinosaur Jr,Green Mind,1991,298.57914
Dinosaur Jr,On The Brink,1994,194.40281
Dinosaur Jr.,Does It Float,1985,198.53016
Dinosaur Jr.,Whatever's Cool With Me (LP Version),1991,271.12444
Dinosaur Jr.,Been There All The Time,2007,220.70812
Dionne Warwick,Let It Be Me,2006,226.58567
Disembowelment,Your Prophetic Throne Of Ivory,1993,460.56444
Dishwalla,Moisture,1995,540.42077
Dixie Chicks,Give It Up Or Let Me Go,1998,296.30649
Dixie Chicks,Hole In My Head,1999,201.16853
Dixie Chicks,Lullaby,2006,351.84281
Django Asül,Pränatalabhärtung,2004,182.04689
Django Asül,Agenda Zwei Null Eins Null,2004,365.73995
Djelimady Tounkara,Sigui,2001,303.90812
Djelimady Tounkara,Sarankégni,2005,487.33995
Dntel,Termites in the Bathtub,1998,264.77669
Dobet Gnahoré,Kakou,1997,274.54649
Dobet Gnahoré,Wigue,2010,46.21016
Dobet Gnahoré,Evigne,2010,251.79383
Dokken,Disease,2008,210.88608
Dokken,Judgement Day,2008,242.85995
Dolly Parton,I'm Not Worth the Tears,1967,152.45016
Dolly Parton,Letter To Heaven,1971,155.21914
Dolly Parton,Light Of A Clear Blue Morning,1977,294.24281
Dolly Parton,When Jesus Comes Calling For Me,1998,166.24281
Dolly Parton,I'm Running Out Of Love,2008,125.33506
Dolores Keane,Telling Me Lies,1993,229.92934
Dolores Keane,Storm In My Heart,1993,272.5873
Don & Juan,Are You Putting Me On The Shelf,1995,136.04526
Don Francisco,Give Your Heart a Home,1991,280.73751
Don Francisco,Gotta Tell Somebody,1991,395.15383
Don Gibson,Evening Prayer,1959,148.06159
Don Gibson,(Prayer Is The Key To Heaven) Faith Unlocks The Door,1959,151.09179
Don Gibson,Release Me,1960,184.68526
Don Gibson,Blue Blue Day,1987,109.71383
Don Gibson,Who Cares,1987,142.94159
Don Gibson,A Legend In My Time,1987,152.58077
Don Gibson,I Love No One But You,1991,169.63873
Donna Fargo,Superman,1999,149.62893
Donna The Buffalo,Tides Of Time,1999,281.93914
Donnie Brooks,What'd I Say,2001,174.34077
Donnie McClurkin,Psalm 27,2000,302.36689
Donny Hathaway,Little Girl (LP Version),1971,283.21914
Donny Hathaway,I Love You More Than You'll Ever Know (LP Version),1990,322.87302
Dons,American Lovebite,2006,200.51546
Dons,Best Kept Secret,2006,240.22159
Dope Stars Inc.,Chase The Light,2006,233.22077
Dora The Explorer,Limbo Rock,2006,159.29424
Dora The Explorer,Travel Song (Reprise),2008,68.98893
Dora The Explorer,Mary Had A Little Lamb,2008,169.09016
Doug MacLeod,The Sun Shine Down My Way,2004,337.42322
Doyle Bramhall,Chateau Strut,2007,235.59791
Doyle Bramhall,Ooh Wee Baby,2007,252.36853
Dream Warriors,Sound Clash,1996,262.19057
Dream Warriors,Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,1996,414.24934
Drop Dead_ Gorgeous,Are You Happy (Album Version),2006,96.10404
Dropkick Murphys,Skinhead on the MBTA (Album Version),1997,229.51138
Dropkick Murphys,Amazing Grace (Album Version),1999,158.64118
Dropkick Murphys,Bloody Pig Pile (Live),2002,196.72771
Dropkick Murphys,The Burden (Album Version),2005,175.96036
Drowning Pool,Reborn (Explicit),2007,248.78975
Dub Pistols feat. TK,Revitalise,2009,264.82893
Dub Pistols feat. TK & Ashley Slater,Everyday Stranger,2009,328.48934
Dusminguet,Disco Jonki,1998,168.69832
Dusminguet,Africa,1998,173.97506
Dusminguet,San Cristobal,2001,199.13098
Dynamite Deluxe,Zap Zap,2000,86.67383
Dynamite Deluxe,Zornig!,2000,148.29669
Dynamite Deluxe,Eimsbush bis 0711,2000,152.92036
EPMD,Please Listen To My Demo,1989,181.39383
EPMD,Mr. Bozack,1990,159.26812
EPMD,For My People,1990,188.31628
EPMD,I'm Mad,1990,222.14485
EPMD,Give The People,1990,310.54322
EPMD,Head Banger,1992,291.16036
EPMD,Jane 5,1997,161.35791
EPMD,Check 1_2,1999,196.91057
EPMD / Nocturnal,Dungeon Master,1997,204.5122
Eagles,You Never Cry Like A Lover (LP Version),1974,240.97914
Eagles,I Don't Want To Hear Any More,2007,261.17179
Eagles,Last Good Time In Town,2007,427.36281
Eagles Of Death Metal,(I Used To Couldn't Dance) Tight Pants,2008,215.64036
Eagles Of Death Metal,As Nice As I Can Be,2009,225.48853
Earl Hooker,Love Ain't A Play Thing,1968,298.91873
Eastmountainsouth,Hard Times,2003,225.61914
Easy Star All-Stars,With a Little Dub From My Friends (feat. Luciano and U Roy),2009,196.23138
Eazy-E,I'mma Break It Down,1988,208.32608
Eberhard Weber,Unfinished Self-Portrait,1993,279.06567
Ebru Gündes,Seni Unuturum,2006,248.99873
Ec8or,Cocain Ducks,1995,217.23383
Ec8or,I'm A Tomorrow,2000,123.61098
Eddie,Pode Me Chamar,2007,243.17342
Eddie Calvert,O Mein Papa,2001,163.52608
Eddie Cantor,When My Ship Comes In,1994,196.88444
Eddie Cantor,That's The Kind Of Baby For Me,2000,145.31873
Eddie Money,Two Tickets To Paradise,1977,189.30893
Eddie Money,Runnin' Away,1983,213.68118
Eddie Palmieri,No Pienses Asi,1973,266.50077
Eddie Palmieri,Nada De Ti,1973,392.85506
Eddie Turner,Resurrection,2005,146.1024
Eddie Turner,Secret,2005,254.9024
Eddie Turner,Rise,2005,306.78159
Eddy Arnold,Molly Darling,1956,183.50975
Eddy Arnold,What's He Doin' In My World,1967,128.96608
Eddy Arnold,Just A Little Lovin' (Will Go A Long Way),1967,166.16444
Eddy Raven,I WANNA HEAR IT FROM YOU,1995,204.85179
Edgar De L'est,Slavinka,2002,317.28281
Edith Lefel,L'a fête komine,1992,246.30812
Edu Lobo,Canto Triste,1967,309.52444
Eduardo Dusek,Nostradamus,2000,160.7571
Egberto Gismonti,Carta De Amor,1981,1.2273
Eighteen Visions,Life's Blood,1997,171.12771
Eighteen Visions,Our Darkest Days,2006,172.19873
Eko Fresh,Et kütt wie et kütt,2007,234.60526
Eko Fresh feat. Ado,Ich bleib so wie ich bin,2007,215.92771
Eko Fresh feat. G-Style,Ich bin jung und brauche das Geld,2003,266.57914
Eko Fresh feat. Summer Cem & DJ Ses,Mönchengladbach Love,2003,244.63628
El Gran Combo De Puerto Rico,No Hay Manera,2006,271.64689
Elakelaiset,Laakista humppa,1995,67.3171
Elakelaiset,Humppa,1996,182.83057
Elakelaiset,Pottajenkka,1996,218.27873
Electronic pig,Electro nicpig,2005,218.53995
Elephant Man,Head Gone/Wine Up Uh Self (Album Version),2003,233.58649
Eliane Elias,No More Blues (Chega de Saudade),1992,326.42567
Eliane Elias,All The Things You Are,1995,201.22077
Eliane Elias,The Beat Of My Heart,2000,138.39628
Eliane Elias,The More I See You,2009,251.42812
Elizabeth Cotten,Freight Train,1958,295.60118
Elliot Goldenthal,Arrows Of The Gods,2000,91.74159
Elliot Goldenthal,Vortex,2000,92.86485
Elliot Goldenthal,Pickled Heads,2000,305.50159
Elliot Goldenthal,Bullet Frenzy,2003,617.82159
Elmore James,Strange Kinda Feeling (Take 4),1993,57.39057
Eluveitie,Primordial Breath,2008,259.02975
Eluveitie,(Do)Minion,2010,307.69587
Elvenking,A Fiery Stride (Ltd. Edition Bonus),2004,299.31057
Elvenking,Pathfinders,2004,322.55955
Elvenking,Trows Kind,2006,357.45914
Elvin Bishop,Party Til The Cows Come Home,2005,254.56281
Elvin Bishop,I'll Be Glad,2005,335.69914
Embrace the End,Intensity In Ten Cities,2008,247.48363
Embrace the End,Ley Lines,2008,364.14649
Eminem,Just Don't Give A Fuck,1998,242.62485
Eminem,Paul,1999,13.58322
Eminem,The Way I Am,2000,289.30567
Eminem,The Way I Am,2000,291.10812
Eminem,The Way I Am,2000,292.25751
Eminem,I'm Back,2000,312.2673
Eminem,Ricky Ticky Toc,2004,171.72853
Eminem,Beautiful,2009,397.60934
Ennio Morricone,Sporco Ma Distinto,1983,118.33424
Eno,Baby's On Fire,1973,316.99546
Enrique Iglesias,Si Juras Regresar,1995,263.81016
Enrique Iglesias,Dicen Por Ahi,1998,229.0673
Enrique Iglesias,Do You Know? (The Ping Pong Song),2007,222.14485
Enrique Iglesias,Can You Hear Me,2008,234.81424
Ensiferum,Hero In A Dream,1999,218.61832
Ensiferum,Warrior's Quest,1999,291.02975
Ensiferum,Into Battle,2004,352.49587
Enslavement Of Beauty,And Still I Wither,1999,313.75628
Enslavement Of Beauty,Ye That Tempteth_ Ye That Bequeth,2001,239.90812
Enter the Haggis,Widow's Walk,1999,381.54404
Enter the Haggis,Skyswimmer,1999,399.882
Enthroned,Ad Te Clamamus Exsvles Mortva Liberi,2010,89.15546
Enthroned,The Vitalized Shell,2010,240.74404
Entre Ríos,Altas Horas,2005,221.30893
Entre Ríos,Cerca & Extraño,2005,285.04771
Enuff Z 'Nuff,Fly High Michelle,1989,277.28934
Eric B. & Rakim,I Know You Got Soul,1987,282.04363
Eric B. & Rakim,Follow The Leader,1988,335.01995
Eric Burdon,Comeback,1988,125.51791
Eric Burdon,Devil's Daughter,1988,262.97424
Eric Burdon,Ghetto Child,1997,318.37995
Eric Burdon,Leo's place,1999,246.5171
Eric Burdon,Motorcycle girl,2004,232.64608
Eric Burdon,Feeling Blue,2006,288.70485
Eric Champion,Why Do We Do?,1993,310.77832
Eric Champion,Dress Me Up,1996,327.49669
Eric Demarsan,L'ombre d'une chance,2005,150.17751
Erick Sermon,Intro,1993,34.08934
Erick Sermon,Erick Sermon,1993,198.63465
Erick Sermon,Safe Sex,1993,223.4771
Erick Sermon,Stay Real,1993,235.51955
Erick Sermon,I'm Hot,2001,228.44036
Erik Hassle,Don't Bring Flowers,2009,308.81914
Erja Lyytinen,Soul Of A Man,2010,111.80363
Erkki Junkkarinen,Nuoruusmuistoja,2002,218.93179
Esa Pakarinen,Miina ja Mikko markkinoilla,1990,119.27465
Esa Pakarinen,Vanhapoika-Severi,1990,152.58077
Esa Pakarinen,Hengähä tok,1990,200.202
Esa Pakarinen,Lentävä kalakukko,1990,202.86649
Esperanza Spalding / Leo Genovese,Love In Time,2008,345.5473
Esperanza Spalding / Leo Genovese,If That's True,2008,451.29098
Esser,Headlock,2008,191.55546
Estopa,Exiliado En El Lavabo,1999,195.83955
Estopa,Me Falta El Aliento,1999,226.5073
Eurythmics,Tous Les Garçons Et Les Filles,1985,207.0722
Eurythmics,A Little Of You,1986,236.61669
Eurythmics,Missionary Man,1986,269.94893
Evanescence,Good Enough,2006,331.36281
Event Horizon,Endless Ocean,2001,440.76363
Evergreen Terrace,Look Up At The Stars And You're Gone,2001,159.4771
Evergreen Terrace,Please Hammer Don't Hurt 'Em,2002,143.882
Evergreen Terrace,We're Always Losing Blood,2009,241.44934
Every Time I Die,Your Touch Versus Death,2000,215.43138
Every Time I Die,California_ Gracefully,2001,171.59791
Every Time I Die,Depressionista,2007,148.92363
Every Time I Die,After One Quarter Of A Revolution,2009,124.13342
Everyday Sunday,Don't Leave,2002,269.73995
Everyday Sunday,Comfort Zone,2004,160.46975
Everyday Sunday,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),2007,168.95955
Extrabreit,Für mich soll's rote Rosen regnen,1993,248.86812
Eyehategod,Left To Starve,1992,247.01342
Eyes Cream,Open Up Your Mind (Guido Osorio Club Mix),2002,492.30322
Eyes Set to Kill,Liar in the Glass,2006,238.05342
Eyes Set to Kill,Play The Part,2010,158.95465
F.I.R.,I Am Here,2009,232.48934
FFH,Why Do I,2000,277.62893
FFH,Here I Am,2003,263.83628
FFH,Listen,2005,218.22649
FFH,Great Big Problem,2005,264.07138
FU-Schnickens,True Fuschnick,1992,237.92281
FU-Schnickens,Heavenly Father,1992,276.94975
FU-Schnickens,Visions (20/20),1994,313.80853
Fabolous,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),2003,246.33424
Fabolous,Change You or Change Me (Amended Version),2003,283.61098
Fabolous,In My Hood (Explicit Album Version),2004,319.92118
Fabri Fibra,Alla Fine Di Tutto Questo,2009,267.36281
Faces,Stay With Me,1971,279.84934
Faces,My Fault (LP Version),1973,187.42812
Facto Delafe y las flores azules,Lametavolante,2005,127.79057
Facto Delafe y las flores azules,Enero en la playa (Edit),2005,158.45832
Facto Delafe y las flores azules,Desde el este,2007,100.362
Faith Hill,Better Days (Album Version),1998,207.80363
Faith Hill,There Will Come A Day (Album Version),2001,253.1522
Faith Hill,Unsaveable (Album Version),2002,231.44444
Faith Hill,I Want You (Album Version),2005,246.09914
Faith Hill,Red Umbrella (Album Version),2007,219.84608
Faith Hill,Silent Night_ Holy Night! (Album Version),2008,189.67465
Faith Hill & Tim McGraw,Let's Make Love (Album Version),1999,252.89098
Faith Yang,Song 2,2009,134.97424
Faithless,Salva Mea,1995,221.98812
Faithless,Drifting Away,1996,247.14404
Faithless,Take The Long Way Home,1998,275.12118
Faithless,Six,2004,142.52363
Faithless,Mass Destruction,2004,259.86567
Fake Problems,Tabernacle Song,2009,195.47383
Falco,Brillantin' Brutal',1984,228.12689
Falco,Junge Römer,1991,271.09832
Falco,Monarchy Now,1992,252.96934
Fall Out Boy,Thriller,2007,203.54567
Fall Out Boy,The Carpal Tunnel Of Love,2007,203.91138
Fall Out Boy,Dance_ Dance,2008,189.80526
Fall Out Boy,America's Suitehearts,2008,214.33424
Fall Out Boy,(Coffee's For Closers),2008,275.3824
False Prophets,Banana Split Republic,1984,242.88608
Far Too Jones,Use Me,1997,249.02485
Faron Young,It's Four In The Morning,1986,159.79057
Faron Young,I'll Be Yours,1994,168.72444
Fast Eddie,Yo Yo Get Funky,1990,278.54322
Fastway,Kill Me With Your Heart,1986,302.15791
Fat Joe,Prove Something (explicit album version),2002,235.17995
Fat Joe,Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version),2002,277.002
Fat Joe,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],2005,211.59138
Fat Joe,My FoFo  (Album Version - Amended),2005,235.20608
Faye Adams,My Greatest Desire,1961,144.1171
Faye Adams,Crazy Mixed Up World,1961,156.39465
Fehlfarben,Magnificent Obsession,1983,291.13424
Fehlfarben,The Tarnished Angels (remastered),1991,330.65751
Fenton Robinson,Somebody Loan Me A Dime,1990,263.73179
Fernando Ortega,Don't Let Me Come Home A Stranger (LP Version),1997,131.10812
Fernando Ortega,Pass Me Not (LP Version),2003,130.76853
Fever Ray,I'm Not Done,2009,280.24118
Fever Ray,When I Grow Up,2009,335.5424
Fever Ray,When I Grow Up,2009,359.36608
Fever Ray,When I Grow Up,2009,556.06812
Finest Dearest,Tunnel Vision,2008,294.00771
Finest Dearest,Naming Ceremony,2008,299.75465
Finntroll,Kitteldags,2001,125.46567
Finntroll,Hel Vete,2004,255.00689
Finntroll,Grottans Barn,2004,276.45342
Finntroll,Ormhäxan,2007,278.93506
Finntroll,Ett Norrskensdåd,2010,214.30812
Fiona,Everything You Do [You're Sexing Me] [Duet with Kip Winger] (Album Version),1989,254.17098
Firehouse,Don't Treat Me Bad,1990,258.2722
Firehouse,Rock On The Radio,1990,285.3873
Firehouse,Talk Of The Town,1992,278.12526
First Blood,Execution,2005,283.48036
Fito Paez,Tercer Mundo,1990,284.26404
Fito Paez,La Ley De La Vida,2010,273.03138
Five Blind Boys of Alabama,I've Got a Home,2008,131.81342
Five Fingers of Funk,Posters,1995,259.3171
Five Fingers of Funk,Let It Flow (Feat. Gauran-T and Freaky Frederali),1998,177.00526
Five Fingers of Funk,Genuine,1998,1400.37179
Flamin' Groovies,Evil Hearted Ada,1971,199.96689
Flamin' Groovies,Step Up,1991,199.49669
Flamin' Groovies,Carol,1999,195.39546
Fleet Foxes,English House,2008,281.18159
Floor,Assassin,2002,117.02812
Floor,Ignis,2009,144.92689
Floor,Heather,2009,211.90485
Flora Purim,Above The Rainbow,1994,208.03873
Flora Purim,Latinas,1994,222.9024
Flora Purim,Tomara (I Wish),1994,242.83383
Flora Purim,Airto's Jazz Dance,2001,246.67383
Flowin Immo et Les Freaqz,Immonumental,2009,185.10322
Flowin Immo et Les Freaqz,So hell mit Klause Duo,2009,225.59302
Floyd Cramer,Near You,1964,117.4722
Floyd Cramer,Stood Up,1979,125.85751
Flutlicht,Ahmea,2000,513.56689
Foals,Red Socks Pugie,2008,315.27138
Foghat,Slow Ride [Live Version],1977,501.2371
Foghat,Dead End Street,1980,300.14649
Foghat,Zig-Zag Walk,1983,208.66567
Foghat,Three Wheel Cadillac,1983,235.75465
Fontaine Sisters,Silver Bells,2004,199.00036
Fontella Bass,Rescue Me,1965,165.72036
Fontella Bass,You've Lost That Lovin' Feelin',1992,204.35546
Fontella Bass,I Can't Rest,2006,175.38567
Foo Fighters,X-Static,1995,253.49179
Foo Fighters,Next Year,1999,274.65098
Foo Fighters,Overdrive,2002,270.47138
Foo Fighters,Hell,2005,117.002
Foo Fighters,Razor,2005,287.99955
Foo Fighters,Still,2005,313.10322
Foo Fighters,If Ever,2007,253.67465
For Squirrels,Superstar,1995,200.07138
Fort Minor,Introduction (Album Version),2005,43.38893
Fort Minor (Featuring Mr. Hahn),Slip Out The Back (Album Version),2005,236.66893
Fountains Of Wayne,Laser Show (LP Version),1999,144.71791
Fountains Of Wayne,Janice's Party,2005,165.61587
Fountains Of Wayne,You Gotta Go,2007,126.87628
Four Tet,I've got Vilking in Me,2004,136.202
Four Tet,Plastic People,2010,393.84771
Fran Perea,Entonces,2005,173.08689
Fran Perea,No me imagino,2005,194.21995
France D' Amour,Ailleurs,1992,232.202
Francis Dunnery,The Possibilities of Loving You,1991,216.37179
Francis Dunnery,Too Much Saturn,1995,300.79955
Francis Dunnery,The Ava Song,2001,257.20118
Francis Lai,Concerto No.3 In D: Allegro,1970,155.16689
Francis Lai,Search For Jenny,1970,184.45016
Francis Lai,13 jours en France,1996,243.43465
Francis Lai,La valse du mariage,2003,123.24526
Francisco Céspedes,Señora (bonus track),1998,204.53832
Frank Caliendo,Now I'm All Over The Place_ Scoob (Album Version),2008,433.47546
Frank Chacksfield & His Orchestra,Misty Valley,2001,155.37587
Frank Sinatra,Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection],1967,166.05995
Frank Stokes,Nehi Mamma Blues,1995,190.92853
Frank Stokes,Sweet To Mama,2005,176.32608
Frank Stokes,It Won't Be Long Now,2005,188.89098
Frankee,Gotta Man,2004,149.99465
Frankie J,Gone,2005,273.00526
Franz Ferdinand,Eleanor Put Your Boots On,2005,195.13424
Franz Ferdinand,Do You Want To,2005,214.9873
Franz Ferdinand,No You Girls,2009,428.45995
Freddie King,Hide Away,1960,286.82404
Freddie King,Five Long Years,1971,263.65342
Freddie King,Key To The Highway,1971,332.45995
Freddie King,Boogie Man,1973,226.06322
Frederic Galliano,Nomades Monades,1997,1394.75546
Frederick Knight,I've Been Lonely (For So Long),2000,198.81751
Fredi,Laula kanssain,1977,243.722
Free,Heartbreaker,1972,229.56363
Frl.Menke,Komm Computer,1982,229.51138
From Autumn To Ashes,IV,2002,147.64363
From Autumn To Ashes,Sensory Deprivation Adventure,2007,175.80363
Fruko Y Sus Tesos,Tania,1995,223.60771
Fruko Y Sus Tesos,La Fruta Bomba,2000,242.75546
Fruko Y Sus Tesos,A La Memoria Del Muerto,2004,261.90322
Fudge Tunnel,Bed Crumbs,1991,124.94322
Fudge Tunnel,Gut Rot,1991,235.7024
Fudge Tunnel,Spanish Fly,1991,325.72036
Fuel,The Name Is...,1995,159.42485
Fun Lovin' Criminals,We Have All The Time In The World,1996,221.33506
Fun Lovin' Criminals,Love Unlimited (Explicit),1998,205.66159
Funeral For A Friend,Your Revolution Is A Joke,2003,164.54485
Funeral For A Friend,All The Rage (Clean Album Version),2005,217.49506
Funeral For A Friend,All Hands On Deck part 2: Open Water [Album Version],2007,228.64934
Funeral For A Friend,Juneau [Live],2007,251.21914
Funeral For A Friend,Crash And Burn [Home Demo],2007,261.14567
Funeral For A Friend,Building,2008,160.23465
Funeral For A Friend,Kicking And Screaming,2008,205.16526
Furry Lewis,Judge Boushay Blues,1972,221.962
Furry Lewis,Old Hobo,2003,234.78812
Future Leaders of the World,Spotlight,2004,249.67791
Fyah Blaze,Lion Paw,2005,217.25995
G Unit feat. 50 Cent,Tony Yayo Explosion,2002,101.43302
G-Unit,Poppin' Them Thangs,2003,242.52036
GG Allin,Garbage Dump,1999,143.59465
GWAR,Slap U Around,1994,159.68608
GWAR,Surf of Syn,1995,261.79873
GWAR,Let's Blame The Lightman,1997,189.57016
GZA/The Genius,Did Ya Say That,2002,237.34812
Gabinete Caligari,El Arte De Amar,1989,304.32608
Gabinete Caligari,Viaje Al Averno,1991,169.69098
Gabriel Yared,Chile con carne,1986,194.82077
Gabriel Yared,Devon,2003,229.98159
Gabriel Yared,La clé parfumée,2006,53.31546
Gabriel Yared,Les chasseurs d'esclaves,2006,118.83057
Gabriel Yared,Ship in a Painting,2007,100.0224
Gabriela Anders,Love Is So Unkind (Album Version),1998,228.07465
